File Name,Title,Body
360037800674.html,When will courses be offered?,"<h1>When will courses be offered?</h1><p><img alt=Screen_Shot_2020-01-07_at_8.35.18_AM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360054589894/Screen_Shot_2020-01-07_at_8.35.18_AM.png></p><p>This course schedule matrix below is meant to be a helpful guide, but please note that the schedule is subject to change.&nbsp; We make every effort to ensure that this information remains current; however, the links at the bottom of this page can be used as an additional reference to confirm accuracy.&nbsp;</p><p>&nbsp;</p><p>For the schedule UCSB Department of Communication courses please use these links:&nbsp;</p><p><a href=https://www.comm.ucsb.edu/courses target=_self>https://www.comm.ucsb.edu/courses</a></p><p><a href=https://www.comm.ucsb.edu/sites/default/files/sitefiles/Communication%20Courses%202020-21_0.pdf target=_self>https://www.comm.ucsb.edu/sites/default/files/sitefiles/Communication%20Courses%202020-21_0.pdf</a></p>"
360037932934.html,Instructor Pay Schedule,"<h1>Instructor Pay Schedule</h1><p><span>Instructors are paid twice per quarter. The pay dates are in the following table:</span></p><table style=""height: 65px;"" width=546><tbody><tr><td style=""width: 132px;"">Summer</td><td style=""width: 133px;"">Fall&nbsp;</td><td style=""width: 133px;"">Winter</td><td style=""width: 135px;"">Spring</td></tr><tr><td style=""width: 132px;"">1-Aug</td><td style=""width: 133px;"">1-Nov</td><td style=""width: 133px;"">1-Feb</td><td style=""width: 135px;"">1-May</td></tr><tr><td style=""width: 132px;"">1-Sep</td><td style=""width: 133px;"">1-Jan</td><td style=""width: 133px;"">1-Apr</td><td style=""width: 135px;"">1-Jul</td></tr></tbody></table>"
360042985553.html,Certificate Eligibility and Requirements - Python Programming,"<h1>Certificate Eligibility and Requirements - Python Programming</h1><h2>Certificate Registration and Candidacy</h2><p>UC Santa Barbara Extension/PaCE, in partnership with UC San Diego Extension, offers a certificate program in Python Programming.&nbsp;<br><br><strong>Certificate Requirements:<br></strong>- 12 units total: 3 required courses, and 1 elective course<br>- Grade of C or higher in all completed courses<strong><br><br></strong><strong>How to enroll in Certificate Program:</strong><br>When you enroll in a single Python course, you are automatically enrolled in the Certificate. When all courses have been completed, you will receive a message from our office to claim your Certificate. You can keep track of your own course completion by logging into your <a href=""https://enroll.professional.ucsb.edu/portal/logon.do?method=load"" target=_self>student account</a>.<br><br>If you have any questions at all, you can always contact us at <a href=mailto:help@professional.ucsb.edu>help@professional.ucsb.edu</a>.<br><br>Unless otherwise stated, you have 21 consecutive quarters (approximately five years) to complete your certificate requirements. You will be held to the certificate requirements in place at the time you pay your certificate fee. If the requirements for your certificate change, you can choose to complete the certificate under the new requirements. Because program requirements are usually updated to accommodate changing demands in a career field, you generally will not be allowed elect to complete the certificate under requirements that were discontinued prior to your registration in the program. Contact your program representative for more information.</p>"
360007694733.html,Helpful Forms and Links,"<h1>Helpful Forms and Links</h1><p><span style=""font-weight: 400;""><a href=https://professional.ucsb.edu/sites/default/files/pdfs/agents/Agency_Partnership_Application.pdf rel=noopener target=_blank>Online Application Form</a><br></span></p><p><span style=""font-weight: 400;""><a href=https://professional.ucsb.edu/sites/default/files/pdfs/agents/w8-ben-form.pdf rel=noopener target=_blank>Form W8BEN</a> (required for becoming vendor of UCSB)</span></p><p><span style=""font-weight: 400;""><a href=https://professional.ucsb.edu/sites/default/files/pdfs/agents/ucsb-form-e.pdf rel=noopener target=_blank>UCSB Form E - Business Information Form</a> (required for becoming vendor of UCSB) </span></p><p><a href=https://professional.ucsb.edu/sites/default/files/pdfs/agents/isp_commission_invoice.pdf rel=noopener target=_blank><span style=""font-weight: 400;"">Commission Invoice Form</span></a></p><p>&nbsp;</p>"
360050645573.html,For UCSB Students what are the estimated costs for the Intersectional Justice Facilitator Certificate Program?,<h1>For UCSB Students what are the estimated costs for the Intersectional Justice Facilitator Certificate Program?</h1><p>$450</p>
115012663028.html,Open University Roadmap: Economics,"<h1>Open University Roadmap: Economics</h1><p>If you wish to enroll in ECON (Economics) classes offered through UC Santa Barbara Division of Professional and Continuing Education, follow the instructions below:</p><p><strong>Step 1: Choose your Economics courses</strong></p><ol><li>Review <a href=http://econ.ucsb.edu/undergraduate/international-students-program rel=""noopener noreferrer"" target=_blank>course availability</a> on the Economics Department website. You can read the course descriptions on the <a href=https://my.sa.ucsb.edu/catalog/Current/CatalogNavigation.aspx rel=""noopener noreferrer"" target=_blank>UCSB General Catalog</a>.</li></ol><p><strong>Note:</strong></p><ul><li><strong>You are responsible for choosing courses in which you have already met the prerequisites. </strong>If prerequisites need to be confirmed, you will be contacted requesting more information.</li><li><strong>Graduate level classes (numbered 200-299) are not available.<br></strong></li></ul><p><strong>Step 2: Attend the first day of class and fill out the <a href=https://professional.ucsb.edu/sites/default/files/pdfs/ou/Open_University_Application.pdf rel=""noopener noreferrer"" target=_blank>OU Application/Authorization form</a>.<br></strong></p><ul><li>Go to the first class and ensure you are ready for the course material.<strong> If you feel you are not ready for the course, do not request it.<br></strong><strong><br>Note: For ECON courses, do NOT contact the instructor for permission to attend class. </strong>You do NOT need to obtain the instructor's or the Teaching Assistant's signature.<strong><br><br></strong></li><li><strong>Drop off the OU Authorization form at the Economics Department Office, 2121 North Hall, as soon as possible. </strong>The Economics Department will return all forms to the Student Services Office.</li></ul><p><strong>Step 3: Enroll at Student Services Office, 2166 Kerr Hall<br></strong></p><ol><li>Pick up your OU Authorization form at the Student Services Office, 2166 Kerr Hall.<br><br></li><li>Look at your OU Authorization form. If it is: <br><br><ol><li><strong>Signed</strong> by the Economics Department, enroll in the course at the Student Services, Office, 2166 Kerr Hall.</li><li><strong>Not signed</strong> by the Economics Department, choose another course.</li><li><strong>Not at the Student Services Office</strong>, continue attending class (lecture and the discussion section) until you find out whether or not your OU Authorization form will be signed by the Economics Department.</li></ol></li></ol><p>For undergraduate ECON courses, please see the <strong><a href=http://econ.ucsb.edu/undergraduate/courses rel=""noopener noreferrer"" target=_blank>ECON department website</a>.</strong></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>"
236010367.html,Zendesk Issue Category Definitions,"<h1>Zendesk Issue Category Definitions</h1><p><a href=""https://docs.google.com/spreadsheets/d/1FPiCNP599eFoS1EcenlYKxX0Lbgk9tBqk1K-gkqI_CY/edit#gid=0"">Zendesk Issue Category Definitions</a></p>"
360049848134.html,Should I take Intersectional Justice Facilitator electives before or after PaCe courses INT X415 and INT X416?,"<h1>Should I take Intersectional Justice Facilitator electives before or after PaCe courses INT X415 and INT X416?</h1><p>Ideally one would take PaCE course INT X415, Introduction to Intersectional Justice, before electives. That said, there's no formal sequence in which electives and PaCE courses must be taken.</p>"
4403014725523.html,CalJOBS and Workforce Innovation Opportunity Act (WIOA),"<h1>CalJOBS and Workforce Innovation Opportunity Act (WIOA)</h1><p><strong>NOTE: This Program is currently on hiatus so we cannot accommodate WIOA funded students until further notice.</strong></p><p>If you have been approved for WIOA funding towards education-related retraining or skill enhancement, first please review the list of Programs we offer on the CalJOBS website <a href=""https://www.caljobs.ca.gov/vosnet/Provider/provdetail.aspx?1=1&session=provdetail&geo=0601000000&geotype=&city=&zip=&radius="" target=_self>here</a>.</p><p>Please make sure the approved funding covers the entire Program Cost. Please have your Case Specialist email a copy of the signed and approved ITA Worksheet or any similar document to <a href=mailto:help@professional.ucsb.edu>help@professional.ucsb.edu</a> confirming the Total Training Cost which will be reimbursed to PaCE. We will then work with you and your Case Specialist on the next steps.</p><p><strong>All the required paperwork must be received at least 4 weeks prior to the first class meeting.</strong> Requests received outside this timeline will be considered for the following quarter. We need to receive payment for the entire Program Cost in advance before we can proceed with enrollment.</p><p><span>PaCE does not defer fees. Applicants who are not fully funded by their work source center will be required to pay the difference in full at the time of enrollment.</span></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>"
115009244007.html,Project Management Cert - FAQs and Responses,"<h1>Project Management Cert - FAQs and Responses</h1><p><strong>How long does it take to complete the project Management certificate?</strong></p><p class=wysiwyg-indent1><span class=wysiwyg-color-red>Most students take 1 - 3 years to complete a certificate program, depending on how much time they can devote to completing the coursework and how the courses are scheduled. You may proceed at your own pace, but you must complete all course requirements within 5 years from the date your first course ends.</span></p><p><strong>What are the educational requirements to be accepted into the Project Management Certificate Program?</strong></p><p class=wysiwyg-indent1><span class=wysiwyg-color-red>There are no educational requirements you need to meet prior to enrolling into our Project Management Certificate Program.</span></p><p><strong>Can I complete this program in one year?</strong></p><p class=wysiwyg-indent1><span class=wysiwyg-color-red>Yes, you can complete this program in one year.</span></p><p><strong>When do classes normally meet; daytime, evenings, weekends?</strong></p><p class=wysiwyg-indent1><span class=wysiwyg-color-red>Extension courses are designed for the working professional. We typically offer classes once a week in the evenings. Some project management courses are offered on Saturdays and online. Please refer to the class schedule to determine what day/time classes meet. <a href=""https://enroll.professional.ucsb.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=17012784&selectedProgramAreaId=12305&selectedProgramStreamId=12310"">Project Management Program Course Schedule</a></span></p><p><strong>Can work experience substitute for classes?</strong></p><p class=wysiwyg-indent1><span class=wysiwyg-color-red>No unfortunately work experience does not count towards our Professional Certificate requirements. Please refer to the <a href=""https://enroll.professional.ucsb.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=17012784&selectedProgramAreaId=12305&selectedProgramStreamId=12310"">Project Management Course Matrix</a> for certificate requirements.</span></p><p><strong>Can I enroll in classes without applying to the program?</strong></p><p class=wysiwyg-indent1><span class=wysiwyg-color-red>Yes, you can take individual courses without enrolling into the Project Management Certificate Program.</span></p><p class=wysiwyg-indent1><span class=wysiwyg-color-red>Start by creating a student profile. Instructions on how to create a profile are located in our <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/235679548-How-to-Create-a-New-Account>Help Center</a>. Once you have created your profile, search for classes, click on the available course, then click â€˜add to cart'. Proceed through the checkout process to enroll in the class.</span></p><p><strong>How do the online classes work?</strong></p><p><span class=wysiwyg-color-red>Thank you for your email and interest in the Project Management Certificate Program offered through UCSB Extension. Online instruction for the project management course is defined in one of 2 ways:</span></p><ul><li><span class=wysiwyg-color-red><strong>Online</strong>: These courses are facilitated entirely online via UCSB GauchoSpace, which is an interactive course management system. The course is self-paced, but there are still due dates and all assignments must be completed prior to the end date of the course.</span></li><li><span class=wysiwyg-color-red><strong>Videoconference</strong>: Some courses offered in an online format have scheduled meeting times. These meeting times are hosted virtually through Zoom or similar video conferencing technology.</span></li></ul><p><strong>Is there a special certification or license to become a Project Manager?</strong></p><p class=wysiwyg-indent1><span class=wysiwyg-color-red>Courses in our Project Management Professional Certificate Program cover the information in A Guide to the Project Management Body of Knowledge (PMBOK¨ Guide) that serves as the fundamental knowledge base for project management. To be eligible for a PMP¨ credential from the PMI¨, you must meet specific guidelines that objectively measure experience, education, and professional knowledge. For specific information, visit the <a href=http://www.pmi.org/ >PMI website</a>.</span></p>"
216808238.html,How Do I Enroll for No Credit?,"<h1>How Do I Enroll for No Credit?</h1><div class=""content-body article-body""><p>You have the option to enroll in credit courses (professional courses only) on a no-credit basis. In this case, you may participate selectively in classroom activities. Noncredit students pay full fees and receive verification that they attended the course, but do not earn a grade or unit credit. If you choose the no credit grading option, ""NC"" is recorded for the course.</p><p><strong>Note:</strong>&nbsp;If you&nbsp;wish to earn a professional certificate, you MUST enroll for credit.</p></div><p>&nbsp;</p>"
1500003373922.html,List of Hospitals providing Volunteer Opportunities,"<h1>List of Hospitals providing Volunteer Opportunities</h1><ul><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003594&p_vendor_serno=100842&p_cust_id=""><span style=""font-weight: 400;"">Augusta University-Children's Hospital of Georgia</span></a><span style=""font-weight: 400;"">, Accredited through July 2022</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003565&p_vendor_serno=100250&p_cust_id=""><span style=""font-weight: 400;"">Boston Children's Hospital</span></a><span style=""font-weight: 400;"">, Accredited through October 2022</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003582&p_vendor_serno=100246&p_cust_id=""><span style=""font-weight: 400;"">Children's Hospitals and Clinics of Minnesota</span></a><span style=""font-weight: 400;"">, Accredited through July 2022</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003563&p_vendor_serno=100208&p_cust_id=""><span style=""font-weight: 400;"">Children's Hospital & Medical Center</span></a><span style=""font-weight: 400;"">, Accredited through October 2023</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003565&p_vendor_serno=100104&p_cust_id=""><span style=""font-weight: 400;"">Children's Hospital at Montefiore</span></a><span style=""font-weight: 400;"">, Accredited through October 2022</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003591&p_vendor_serno=100180&p_cust_id=""><span style=""font-weight: 400;"">Children's Hospital of Colorado</span></a><span style=""font-weight: 400;"">, Accredited through July 2023</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003560&p_vendor_serno=100380&p_cust_id=""><span style=""font-weight: 400;"">Children's Hospital of Wisconsin</span></a><span style=""font-weight: 400;"">, Accredited through January 2024</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003563&p_vendor_serno=100540&p_cust_id=""><span style=""font-weight: 400;"">Children's of Alabama</span></a><span style=""font-weight: 400;"">, Accredited through April of 2023</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003561&p_vendor_serno=100186&p_cust_id=""><span style=""font-weight: 400;"">Comer Children's Hospital</span></a><span style=""font-weight: 400;"">, Accredited through April 2023</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003563&p_vendor_serno=100188&p_cust_id=""><span style=""font-weight: 400;"">Dell Children's Medical Center at Central Texas</span></a><span style=""font-weight: 400;"">, Accredited through April 2024</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003565&p_vendor_serno=100354&p_cust_id=""><span style=""font-weight: 400;"">Geisinger Janet Weis Children's Hospital,</span></a><span style=""font-weight: 400;""> Accredited through April 2022</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003563&p_vendor_serno=100128&p_cust_id=""><span style=""font-weight: 400;"">Integris Children's at Baptist Medical Center</span></a><span style=""font-weight: 400;"">, Accredited through April 2024</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003590&p_vendor_serno=100264&p_cust_id=""><span style=""font-weight: 400;"">Intermountain Healthcare</span></a><span style=""font-weight: 400;"">, Accredited through April 2025</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003564&p_vendor_serno=100334&p_cust_id=""><span style=""font-weight: 400;"">Levine Children's Hospital</span></a><span style=""font-weight: 400;"">, Accredited through October 2023</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003582&p_vendor_serno=100114&p_cust_id=""><span style=""font-weight: 400;"">Marshfield Children's Hospital,</span></a><span style=""font-weight: 400;""> Accredited through January 2023</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003582&p_vendor_serno=100506&p_cust_id=""><span style=""font-weight: 400;"">Mayo Clinic Children's Center</span></a><span style=""font-weight: 400;"">, Accredited through January 2024</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003563&p_vendor_serno=100244&p_cust_id=""><span style=""font-weight: 400;"">Monroe Carell Jr. Children's Hospital at Vanderbilt</span></a><span style=""font-weight: 400;"">, Accredited through January 2023</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003565&p_vendor_serno=100458&p_cust_id=""><span style=""font-weight: 400;"">Mount Sinai Kravis Children's Hospital</span></a><span style=""font-weight: 400;"">, Accredited through July 2022</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003563&p_vendor_serno=100414&p_cust_id=""><span style=""font-weight: 400;"">Norton Children's Hospital</span></a><span style=""font-weight: 400;"">, Accredited through April 2022</span></li><li aria-level=1 style=""font-weight: 400;""><a href=""https://online.childlife.org/clcssa/rflcustomdisplay.detail_page?p_search_serno=1003585&p_vendor_serno=100368&p_cust_id=""><span style=""font-weight: 400;"">UC Davis Children's Hospital,</span></a><span style=""font-weight: 400;""> Accredited through October 2023</span></li></ul><p>&nbsp;</p><p>&nbsp;</p>"
10315954802323.html,Why do I have to make so many formatting changes in the Smart Editor? [VMock],"<h1>Why do I have to make so many formatting changes in the Smart Editor? [VMock]</h1><p><span style=""font-weight: 400;"">The Smart Editor is recommended for students who are creating a new resume or editing a basic-level resume. Because the Smart Editor requires you to apply a template to your resume before making changes, you may find that a number of formatting changes are needed to update your document. Though it can feel a bit inconvenient at first, this ensures that your resume is compliant with most Applicant Tracking Systems so that its information can be processed properly by modern recruiting technologies.</span></p>"
360058010513.html,What is the difference between BCBAs and BCaBAs?,"<h1>What is the difference between BCBAs and BCaBAs?</h1><p><strong><em>So, what is the difference between BCBAs and BCaBAs?&nbsp;</em></strong></p><p><span style=""font-weight: 400;"">A Board Certified Behavior Analyst (BCBA) holds a graduate-level degree and is able to provide behavior analytic services. A BCBA may also supervise BCaBAs and RBTs (registered behavior technicians). Typically, BCBAs provide consultation, direct services, training/workshops, and supervision.&nbsp;</span></p><p>&nbsp;</p><p><span style=""font-weight: 400;"">A Board Certified Assistant Behavior Analyst holds an undergraduate degree and is able to provide behavior analytic services under the direct supervision of a BCBA. BCaBA's may supervise RBTS.&nbsp;</span></p><p>&nbsp;</p><p>&nbsp;</p>"
217357447.html,Cancellation and Withdrawal from International Student Programs,<h1>Cancellation and Withdrawal from International Student Programs</h1><p>If you want&nbsp;to withdraw from an International Student Program you must do the following:</p><ol><li>Inform the immigration advisor by e-mail (<a href=mailto:immigration@extension.ucsb.edu>help@professional.ucsb.edu</a>).</li><li>Withdraw from all courses.</li></ol><p><strong>Note</strong>: A complete withdrawal from all courses after the program has begun will result in the termination of your F-1 Student Visa status. This is an event that will warrant immediate departure from the U.S. Fee refund requests must be received in writing and are subject to <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/229135367-Program-Fees>International Student Programs Fees</a> and adhere to&nbsp;<a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/224854907-International-Student-Programs-Dates>International Student Programs Dates.</a></p>
1500000520641.html,Certificate Eligibility and Requirements - Business Leadership,"<h1>Certificate Eligibility and Requirements - Business Leadership</h1><p><span style=""font-weight: 400;"">A certificate is awarded upon completion of the 4 required courses totaling 16 units (or 144 hours of instruction), listed in the </span><a href=https://professional.ucsb.edu/certificate-business-leadership><em><span style=""font-weight: 400;"">Program Schedule</span></em></a><span style=""font-weight: 400;""> each with a letter grade of ""C"" / ""Pass"" or better. All requirements must be completed within five (5) years after the student enrolls in their first course. Students not pursuing a certificate are welcome to take as many individual courses as they wish.</span></p><p><span style=""font-weight: 400;"">There are no prerequisites for courses in this certificate nor is a bachelor's degree required.</span></p><p><span style=""font-weight: 400;"">To become an official candidate in the program, students need only register in one of the courses in the approved curriculum.</span></p><p><strong>Request for Certificate Release</strong></p><p><span style=""font-weight: 400;"">Application Fee&nbsp;</span><span style=""font-weight: 400;"">$95.00</span><span style=""font-weight: 400;""></span></p><p><span style=""font-weight: 400;"">If all the Certificate requirements have been met, after your request is processed, you will receive an email notification from Parchment with a digital copy of your Certificate. A printed copy will be mailed via regular US Postal Service to the mailing address provided in your PaCE Student Profile 8-10 business days after receipt of the digital copy.</span></p><p><span style=""font-weight: 400;"">The $95 Certificate Release Fee is non-refundable. This Fee is required in order to receive a copy of your Certificate.</span></p><p><span style=""font-weight: 400;"">Click here to request your <a href=""https://enroll.professional.ucsb.edu/portal/applications/applicationProfile.do?method=loadApplicationIndex&applicationProfileId=33647096"" rel=undefined target=_self>Certificate Release</a>.</span></p>"
216845868.html,FERPA (Student Records),"<h1>FERPA (Student Records)</h1><p>In accordance to&nbsp;the federal <a href=http://registrar.sa.ucsb.edu/recinfo.aspx target=_blank>Family Educational Rights and Privacy Act of 1974</a>&nbsp;and campus procedures implementing UC&nbsp;policies applying&nbsp;to the disclosure of information from student records, you have the right to inspect and review records pertaining to your&nbsp;capacity as a student; to have personally identifiable information from student records withheld from disclosure without prior consent for release (with exceptions as noted in Section 130 of the University policies); to inspect records maintained by the campus that include personally identifiable information from student records; to seek correction of student records through a request to amend the records or a request for a hearing; and to file complaints with the Department of Education regarding alleged violations of the rights accorded by the Federal Act.</p><p>Copies of the university's policies and campus implementation procedures and questions regarding various privacy regulations, including the text of the Privacy Act, can be addressed to the Santa Barbara Campus Information Practices Coordinator, Office of Equal Opportunity and Sexual Harassment/Title IX Compliance.</p><p>For the type and locations of student records maintained by the campus and titles and addresses of the officials responsible for the records, please refer to <a href=http://www.policy.ucsb.edu/ target=_blank>Policy 4005 in the UCSB Policies and Procedure Manual</a>.</p>"
4828103419539.html,What role does ABAI have in verifying courses?,"<h1>What role does ABAI have in verifying courses?</h1><p><strong><em>Verified Coursework</em></strong></p><p><span style=""font-weight: 400;"">ABAI works with institutions to identify and verify sequences of coursesâ€”known as a Verified Course Sequence (VCS)â€”that meet the BACB's coursework requirements. The</span><a href=https://www.abainternational.org/vcs/directory.aspx> <span style=""font-weight: 400;"">ABAI VCS Directory</span></a><span style=""font-weight: 400;""> includes all VCSs, VCS coordinators, content, hours, and dates for which the courses were verified.</span></p><p><strong><em>* Not sure your coursework qualifies?</em></strong><span style=""font-weight: 400;""> If you are uncertain whether your coursework qualifies, you can request a</span><a href=https://www.bacb.com/coursework-evaluation-application/ > <span style=""font-weight: 400;"">preliminary coursework evaluation</span></a><span style=""font-weight: 400;""> online prior to submitting a BCaBA Certification Application.</span></p><p><strong><a href=https://www.autismparentingmagazine.com/aba-therapy-for-autism/ rel=noopener target=_blank>*Additional Resource&nbsp;</a></strong></p><p>&nbsp;</p>"
360043678573.html,Will ECON X units count toward the units required to receive financial aid?,"<h1>Will ECON X units count toward the units required to receive financial aid?</h1><p>Current UCSB matriculated students, who are eligible for financial aid, may be required to maintain a minimum of 12 academic units of&nbsp;undergraduate or graduate level courses.&nbsp;<span class=wysiwyg-underline><strong>Please note that the ECON X professional units do not count toward that minimum.</strong></span></p>"
360043723213.html,What are the English Language requirements for the TESOL Certificate?,<h1>What are the English Language requirements for the TESOL Certificate?</h1><p>English requirements are the same of those for <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/360001614547-English-Language-Requirements-for-International-Programs target=_self>International Programs</a>.</p>
360035747333.html,What are the requirements for the course?,"<h1>What are the requirements for the course?</h1><ol><li>Students must be 18 years old by the first day of class.</li><li><strong>Starting with the Spring class of 2022</strong>, the CPR Certification (American Heart Association) will be included in the EMT program and is NOT required before you start the course.&nbsp;</li><li>Attendance: 100% class attendance is required as this is a California State EMS requirement.</li><li>The course requires a significant amount of outside studying hours. Please expect 300-320 hours of out of class study and homework time over the course of two quarters, or 14-16 hours/week. If you are taking the Summer intensive class it is double the time.</li><li>Purchase of&nbsp;</li></ol><ul><li>The required textbook</li><li>Personal patient assessment tools (available as a ""kit"")</li><li>CastleBranch subscription&nbsp;</li><li>EMSTesting test preparation subscription</li></ul><p>Details will be shared at the first class session. Please find more information about the additional cost <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/360035264294-Are-there-any-additional-costs-to-complete-the-course->here</a>.&nbsp;</p><ol start=6><li>The following are also required. Please wait until attending the course to complete them as there are specific required vendors. You may however, gather any proof of immunizations already completed.</li></ol><ul><li>Negative TB skin test or chest x-ray</li><li>Childhood immunizations: <ul><li>MMR (Measles, Mumps, Rubella)</li><li>Varicella</li><li>Pertussis</li></ul></li><li>Other immunizations (no exemptions accepted due to the clinical partnerships): <ul><li>Covid-19</li><li>Influenza</li><li>Hepatitis B</li></ul></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/360035264014-What-constitutes-an-unacceptable-drug-test- rel=undefined target=_self>10 panel drug test</a></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/360035747013-What-types-of-infractions-on-a-criminal-background-check-disqualify-me-from-becoming-an-EMT- rel=undefined target=_self>Criminal Background Check</a></li><li>Medical physical examination</li></ul><p>All of the above course requirements must be completed by the 5th week of the first quarter in which a student is enrolled.&nbsp;&nbsp;</p><ol start=7><li>EMT Students must not have any facial hair that interferes with the wearing of an N95 mask. Facial piercings need to be removed and any visible tattoos covered for the ride-alongs with AMR.&nbsp;</li><li>Clinical observation hours can be located in Santa Barbara, Goleta, or Solvang and you are responsible to have transportation to the designated location.&nbsp;</li></ol><p>&nbsp;</p><p>&nbsp;</p>"
4407359428115.html,What is Open University?,"<h1>What is Open University?</h1><p><a href=https://professional.ucsb.edu/open-university target=_self>Open University</a><span>&nbsp;</span>serves quite a varied audience: community members, non-matriculated international students, nominated high school students, and UCSB seniors/de-matriculated students. Essentially, it opens the UCSB campus to people who are not earning degrees at UCSB. Every UC has a program like this to expand its courses to not just degree-seeking students. It is an effort to make UC education more available on the course level.</p><p>&nbsp;</p><p>If students have the course pre requisites and/or academic experience to take the course, they can be approved for enrollment by the department advisor or individual professor. Please consult with your department chair to know who will approve/deny Open University enrollment forms.</p><p>&nbsp;</p><p>If/when you approve, a copy of the form will be automatically sent to our office. Our Registrar will send this information to the main campus Registrar for official enrollment in e-grades. Then, Extension students will appear on your list at the very bottom (not alphabetized.) They will then need to be added to the <a href=https://www.canvas.ucsb.edu/ target=_self>Canvas site</a> for the course.<br><br></p><p>We hope that you will consider these requests, as often, students are taking courses for degree completion, as well as out of general interest and desire.&nbsp;</p>"
230033408.html,How do I apply for the ABA program?,"<h1>How do I apply for the ABA program?</h1><p>To apply to the ABA 5th edition program, please visit the <a href=""http://enroll.professional.ucsb.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=27936449&selectedProgramAreaId=12299&selectedProgramStreamId=27937655"">Applied Behavior Analysis program page</a>, click the ""Apply Now"" button, complete the questionnaire, and pay the $150 candidacy fee. If you are currently in a graduate program, you can send an unofficial transcript. If you have earned a graduate degree in a related field, please attach your official transcript to the application.</p><p><strong>*Note:</strong> For the <strong><a href=""https://enroll.professional.ucsb.edu/portal/applications/applicationProfile.do?method=loadApplicationIndex&applicationProfileId=33450241"" hreflang=en rel=undefined target=_self>Assistant Behavior Analyst</a></strong> certificate program the Application is $45.</p><p>&nbsp;</p><p>&nbsp;</p>"
